frame_id,time,country_code,scraped_weather,collection_car,road_type,road_condition,time_of_day,num_lane_instances,num_vehicles,num_vulnerable_vehicles,num_pedestrians,num_traffic_lights,num_traffic_signs,longitude,latitude,solar_angle_elevation
27539,2020-11-16T12:05:30.449976Z,DE,partly-cloudy-day,india,city,normal,day,4.0,21.0,1.0,1.0,32.0,45.0,7.002393454537923,50.95925527524853,19.25618069757724
27543,2021-06-01T10:08:21.113968Z,PL,cloudy,golf,city,normal,day,5.0,29.0,1.0,8.0,30.0,35.0,18.53856641912413,54.51586995192321,56.96767508724779
27552,2021-03-05T07:27:51.002306Z,FR,partly-cloudy-day,india,city,normal,day,6.0,14.0,1.0,1.0,0.0,17.0,5.449448731844968,43.52322336569093,13.229622398497554
27563,2020-10-06T08:17:58.779741Z,DE,cloudy,india,city,normal,day,6.0,7.0,11.0,11.0,13.0,17.0,13.728599011631266,51.05210408709893,24.44316151123833
27569,2021-04-23T09:17:35.337886Z,PL,partly-cloudy-day,india,city,normal,day,17.0,27.0,5.0,12.0,22.0,48.0,20.93583889148473,52.22493193101684,47.62068945093596
27570,2020-05-05T07:48:09.776097Z,SE,partly-cloudy-day,india,city,normal,day,0.0,8.0,2.0,4.0,0.0,5.0,17.653529785277684,59.865368943893394,36.10760628934042
27572,2020-09-17T13:43:50.107218Z,DE,clear-day,india,city,normal,day,5.0,23.0,13.0,7.0,13.0,14.0,13.30646394146668,52.5181686978458,29.029703246556764
27575,2021-04-20T22:10:36.994319Z,PL,partly-cloudy-night,oscar,city,normal,night,8.0,0.0,1.0,0.0,9.0,29.0,19.956404181622556,50.05771659921525,-27.46309188307768
27576,2020-10-08T09:26:19.778767Z,DE,rain,india,city,normal,day,2.0,12.0,0.0,1.0,8.0,18.0,8.668706459118937,50.10060869559922,29.103098729447503
27578,2020-07-24T10:50:23.219386Z,IT,rain,india,city,wet,day,0.0,24.0,0.0,2.0,17.0,19.0,9.223558397523275,45.48854270069987,62.87025207120936
27586,2021-05-02T08:50:52.772711Z,PL,rain,golf,city,wet,day,4.0,40.0,2.0,5.0,34.0,61.0,21.006117066144043,52.22868360561983,48.09105113933465
27588,2020-07-22T14:27:51.438931Z,IT,partly-cloudy-day,india,city,normal,day,3.0,26.0,3.0,1.0,21.0,37.0,9.223324917424012,45.49009515946824,45.64238513681635
27591,2020-09-14T11:52:28.112041Z,DE,clear-day,golf,city,normal,day,2.0,3.0,16.0,11.0,16.0,7.0,13.419673241455042,52.49916789506415,39.35972126321543
27595,2020-05-05T10:44:03.776926Z,SE,clear-day,india,city,normal,day,0.0,12.0,3.0,1.0,0.0,10.0,17.627553048788787,59.85738897362073,46.73162565548333
27613,2021-04-14T11:39:44.329530Z,PL,rain,india,city,wet,day,2.0,49.0,1.0,6.0,16.0,30.0,20.991918346413662,52.22541567569144,45.66826325017065
27614,2020-10-14T18:09:48.667331Z,DE,rain,india,city,normal,night,3.0,7.0,2.0,0.0,8.0,11.0,8.683655996626564,50.0981136495026,-16.08236732345283
27618,2021-04-26T08:56:21.890732Z,PL,partly-cloudy-day,golf,city,normal,day,2.0,31.0,15.0,5.0,3.0,25.0,20.987275409554464,52.23078897499451,46.88127446745687
27621,2020-10-13T19:22:11.446022Z,DE,partly-cloudy-night,india,highway,normal,night,3.0,4.0,0.0,0.0,0.0,16.0,8.543190603461204,49.73509312861989,-27.15284251141935
27622,2020-07-22T14:55:26.000714Z,IT,partly-cloudy-day,india,city,normal,day,0.0,34.0,3.0,2.0,4.0,18.0,9.199887913467832,45.48849283257701,40.96306171605517
27629,2021-02-20T13:13:36.112415Z,FR,clear-day,golf,city,normal,day,2.0,6.0,0.0,2.0,0.0,9.0,5.382304633460763,43.25358158157896,33.17383873340602
27636,2020-10-08T07:58:47.220000Z,DE,rain,golf,city,wet,day,3.0,12.0,1.0,0.0,0.0,12.0,8.681126986682905,50.11916914953719,19.817024151360755
27650,2020-05-28T14:00:30.556410Z,SE,partly-cloudy-day,india,city,normal,day,4.0,16.0,1.0,2.0,2.0,9.0,13.015946268242809,55.601492471331625,43.21483836851704
27652,2021-02-22T12:17:04.774841Z,FR,cloudy,golf,city,normal,day,0.0,5.0,0.0,0.0,0.0,1.0,5.307003072614512,43.36301823971548,36.53849555849276
27657,2020-09-29T16:26:13.782602Z,DE,partly-cloudy-day,golf,city,normal,day,2.0,15.0,7.0,13.0,20.0,20.0,12.38263304304746,51.33833648015906,3.1993258841328043
27679,2020-12-08T15:08:19.110643Z,DE,partly-cloudy-day,india,city,normal,twilight,7.0,22.0,7.0,5.0,12.0,31.0,8.85419506825124,53.08215417237681,-0.4908788761876224
27702,2021-05-03T12:02:30.558276Z,PL,partly-cloudy-day,oscar,city,normal,day,3.0,8.0,0.0,8.0,16.0,9.0,19.941258360271824,50.05127166777999,51.85500044330549
27705,2020-11-16T07:17:49.219120Z,DE,partly-cloudy-day,india,city,normal,day,0.0,13.0,3.0,0.0,0.0,20.0,6.950797586104026,50.94733523607995,2.9110525668842517
27709,2021-04-19T18:35:50.001042Z,PL,cloudy,oscar,city,wet,night,8.0,2.0,0.0,0.0,0.0,9.0,19.93056163335613,50.076368213828445,-8.51268263758081
27711,2020-05-19T00:54:52.771038Z,SE,partly-cloudy-night,india,city,normal,night,0.0,0.0,4.0,0.0,0.0,8.0,15.207876767845883,59.27364501459323,-7.162709698972009
27726,2020-09-22T06:15:18.333760Z,DE,clear-day,india,city,normal,day,5.0,11.0,10.0,18.0,15.0,11.0,13.335278148788234,52.50535015219434,11.519279722741388
27740,2020-07-23T09:17:49.666324Z,IT,clear-day,delta,city,normal,day,0.0,22.0,1.0,6.0,0.0,11.0,9.11373536049176,45.46021673507695,52.64922682305233
27749,2021-04-18T17:14:05.995872Z,PL,cloudy,india,city,normal,day,21.0,12.0,4.0,27.0,31.0,33.0,20.993065853769263,52.24153197696062,3.305706161497767
27774,2021-05-04T16:32:39.999548Z,PL,cloudy,golf,city,normal,day,29.0,51.0,4.0,8.0,54.0,65.0,21.007717599376136,52.21071730799128,12.934585007859056
27778,2021-05-04T16:30:04.997085Z,PL,cloudy,golf,city,normal,day,7.0,32.0,3.0,26.0,49.0,52.0,21.01529814575037,52.21848584681258,13.328368727168368
27783,2021-04-26T18:41:14.662780Z,PL,partly-cloudy-night,golf,city,normal,night,2.0,11.0,1.0,5.0,19.0,30.0,21.00807275789085,52.23574152519768,-6.971071552827723
27785,2021-04-15T08:02:53.893804Z,PL,rain,india,city,wet,day,12.0,28.0,1.0,7.0,23.0,52.0,20.99552836185341,52.232417754762416,37.65029630001635
27787,2020-11-16T12:48:00.226674Z,DE,rain,india,city,normal,day,3.0,17.0,0.0,5.0,6.0,13.0,6.949389723570214,50.91847307127423,17.28446700470643
27789,2021-04-26T07:55:05.774088Z,PL,partly-cloudy-day,india,city,normal,day,8.0,19.0,22.0,14.0,21.0,40.0,21.00860706240644,52.23520372512918,40.221776251488045
27793,2020-05-18T15:30:31.668805Z,SE,cloudy,india,city,normal,day,0.0,9.0,1.0,2.0,0.0,14.0,15.204062274865148,59.2683218047869,27.88697969712986
27796,2021-04-24T11:59:17.112704Z,PL,partly-cloudy-day,india,city,normal,day,4.0,11.0,2.0,15.0,13.0,40.0,20.95142126045027,52.22836082397353,47.43858338815609
27801,2020-05-07T09:23:17.105296Z,SE,partly-cloudy-day,india,city,normal,day,0.0,36.0,1.0,6.0,9.0,36.0,17.61777095879828,59.86006853012441,44.68410870337319
27802,2021-05-01T08:25:28.884155Z,PL,rain,india,city,normal,day,8.0,21.0,3.0,7.0,28.0,38.0,20.992442711166653,52.24298075056515,45.18779407704422
27804,2021-04-15T10:03:27.004965Z,PL,rain,oscar,city,wet,day,1.0,5.0,0.0,6.0,0.0,2.0,19.95027970166957,50.05200539324346,49.29814663174428
27814,2021-04-18T16:06:57.327673Z,PL,cloudy,india,city,normal,day,2.0,25.0,4.0,9.0,14.0,52.0,21.043022894456687,52.23827886966598,13.384106503974309
27818,2020-04-24T10:29:46.671159Z,SE,cloudy,india,city,normal,day,0.0,9.0,3.0,2.0,4.0,21.0,15.611860620311145,58.41147585031595,44.55760540167805
27820,2021-04-21T19:16:14.219624Z,PL,partly-cloudy-night,oscar,city,normal,night,2.0,10.0,0.0,1.0,11.0,22.0,19.931225014388712,50.04976069595513,-13.434175927723842
27824,2021-04-21T07:29:15.560127Z,PL,partly-cloudy-day,golf,city,normal,day,1.0,22.0,3.0,4.0,14.0,32.0,20.982670701176332,52.22990131074292,35.3757588100886
27826,2020-07-21T14:49:20.781327Z,IT,clear-day,india,city,normal,day,0.0,49.0,1.0,4.0,16.0,32.0,9.223225266945166,45.49072814143484,42.10067511465443
27827,2021-04-14T13:14:06.662630Z,PL,rain,india,city,wet,day,3.0,18.0,2.0,8.0,30.0,18.0,20.999208744924527,52.23199402495757,36.92168701117948
27833,2020-05-05T05:33:52.671230Z,SE,partly-cloudy-day,india,city,normal,day,0.0,3.0,2.0,2.0,10.0,20.0,17.642587057480373,59.85925901426831,20.186456238459385
27837,2020-11-16T16:23:09.777926Z,DE,rain,india,city,normal,night,2.0,5.0,1.0,0.0,5.0,18.0,6.981366201599178,50.9634058219444,-6.576573122837019
27840,2021-01-23T11:22:07.997539Z,SE,snow,golf,city,wet,day,0.0,0.0,7.0,8.0,0.0,21.0,20.26973601436334,63.82662090989476,6.862373435371168
27845,2021-04-29T05:21:34.330311Z,PL,cloudy,golf,city,normal,day,14.0,26.0,3.0,11.0,42.0,47.0,20.992127022358204,52.23177747801287,18.84010804911847
27847,2020-05-20T10:20:45.219948Z,SE,clear-day,india,city,normal,day,0.0,14.0,2.0,1.0,0.0,25.0,15.221506968983514,59.27752244941831,50.41581591278956
27863,2020-10-11T09:29:56.886657Z,DE,partly-cloudy-day,india,city,normal,day,1.0,9.0,1.0,0.0,4.0,11.0,8.639301159350566,50.10841758895442,28.319434042775782
27864,2020-07-27T12:39:18.002676Z,IT,clear-day,india,city,normal,day,5.0,4.0,1.0,1.0,23.0,16.0,9.11763483852261,45.47631895788395,59.84638271791613
27884,2020-11-14T11:50:48.781351Z,DE,cloudy,india,city,normal,day,1.0,22.0,2.0,2.0,1.0,7.0,6.93644951950951,50.95329490706278,20.1685194549499
27885,2020-10-09T06:42:10.442712Z,DE,rain,golf,city,wet,day,2.0,7.0,2.0,14.0,0.0,42.0,8.606356937631922,50.12359497911146,8.968395082777135
27893,2020-05-19T13:32:02.437855Z,SE,cloudy,india,city,normal,day,0.0,4.0,2.0,1.0,8.0,8.0,15.210919760203437,59.26932669938488,41.88765117622864
27895,2021-02-25T16:26:40.334618Z,FR,clear-day,golf,city,normal,day,2.0,30.0,0.0,1.0,0.0,20.0,5.365535169110423,43.39927557206809,9.184155681928218
27896,2021-06-01T18:18:20.217622Z,PL,partly-cloudy-day,golf,city,normal,day,0.0,17.0,3.0,2.0,6.0,23.0,18.647724448352868,54.34480521528035,5.401713721546201
27903,2020-09-14T13:26:22.888250Z,DE,partly-cloudy-day,india,city,normal,day,5.0,9.0,10.0,10.0,0.0,31.0,13.440970134966802,52.500603218858586,32.09318262233749
27911,2020-08-12T17:43:52.439607Z,IT,clear-day,india,city,normal,day,1.0,26.0,0.0,7.0,0.0,16.0,12.473812470756764,41.81251142213976,4.650393235601982
27920,2020-09-22T06:15:34.667377Z,DE,clear-day,india,city,normal,day,17.0,15.0,13.0,17.0,26.0,42.0,13.334355237342448,52.505444707567726,11.519279722741388
27944,2020-05-08T11:57:49.444738Z,DE,partly-cloudy-day,delta,city,normal,day,0.0,28.0,1.0,1.0,2.0,15.0,11.558492982748948,48.13370320109152,57.817773251654216
27962,2021-05-02T08:05:46.115201Z,PL,rain,india,city,normal,day,6.0,23.0,2.0,6.0,23.0,37.0,21.093663170176253,52.2440851960381,43.17327917157826
27986,2020-11-16T10:21:59.775587Z,DE,cloudy,india,city,normal,day,4.0,6.0,3.0,3.0,6.0,16.0,6.957917164984467,50.93707843393793,19.039054557299323
27990,2020-09-22T13:22:32.443102Z,DE,clear-day,india,city,normal,day,4.0,12.0,7.0,6.0,9.0,14.0,13.374110678680887,52.52782914296239,29.40553358412945
27994,2021-05-15T17:07:27.557027Z,PL,partly-cloudy-day,golf,city,normal,day,2.0,24.0,0.0,6.0,16.0,33.0,18.585226239650137,54.41885315947986,12.05265526320926
28006,2021-04-18T16:07:03.327774Z,PL,cloudy,india,city,normal,day,2.0,15.0,9.0,30.0,12.0,37.0,21.043502843098707,52.23777578972215,13.236472648003089
28018,2021-04-23T09:26:35.445970Z,PL,partly-cloudy-day,india,city,wet,day,2.0,33.0,1.0,8.0,4.0,39.0,20.914036681710375,52.236950221636185,48.236586078952506
28020,2021-05-15T07:34:26.332080Z,PL,cloudy,golf,city,normal,day,5.0,12.0,0.0,10.0,0.0,31.0,18.65124431358372,54.35174009552795,39.90791578859092
28033,2021-02-16T11:15:12.443611Z,FR,cloudy,golf,city,normal,day,2.0,10.0,7.0,24.0,8.0,22.0,4.834025991187665,45.75999645934615,31.57382222240076
28038,2020-12-09T09:35:42.553493Z,DE,cloudy,india,city,normal,day,2.0,14.0,12.0,15.0,16.0,25.0,8.787235550231287,53.099939251196055,10.897305181915328
28043,2020-09-11T08:58:49.329336Z,DE,partly-cloudy-day,golf,city,normal,day,4.0,7.0,17.0,14.0,2.0,19.0,10.009578697061864,53.55621288891499,33.13962905162933
28044,2021-04-29T08:36:44.778362Z,PL,cloudy,oscar,city,normal,day,1.0,1.0,1.0,2.0,12.0,23.0,19.951861381773075,50.01357802071223,46.95154187728144
28047,2020-05-18T17:22:47.771408Z,SE,cloudy,india,city,normal,day,0.0,7.0,2.0,1.0,5.0,12.0,15.198873206231925,59.280692113380304,13.825526042665205
28058,2020-09-15T14:00:42.111686Z,DE,partly-cloudy-day,india,city,normal,day,4.0,14.0,13.0,29.0,20.0,18.0,13.3323581725228,52.50399315288128,27.879126484758302
28078,2020-04-16T10:23:16.782519Z,DE,clear-day,delta,city,normal,day,0.0,17.0,1.0,3.0,1.0,16.0,11.572989872594228,48.18309772179438,50.89467340593861
28084,2020-05-18T09:44:14.778894Z,SE,clear-day,india,city,normal,day,0.0,5.0,0.0,3.0,0.0,10.0,15.207470229345091,59.27883028501272,48.46048941038523
28091,2020-11-16T05:49:12.997899Z,DE,partly-cloudy-night,india,city,normal,night,8.0,2.0,3.0,0.0,4.0,12.0,6.961316947159481,50.91533593048212,-9.667833120324218
28102,2021-02-23T07:18:24.111114Z,FR,clear-day,golf,city,normal,day,2.0,10.0,0.0,1.0,7.0,8.0,5.438932508366241,43.528331024865615,8.637708149105947
28104,2021-05-27T09:09:50.773367Z,PL,partly-cloudy-day,golf,city,normal,day,1.0,9.0,1.0,2.0,1.0,8.0,18.610828966958007,54.37154476894156,52.62453859206642
28106,2020-07-18T09:28:30.660738Z,IT,partly-cloudy-day,india,city,normal,day,0.0,15.0,2.0,3.0,7.0,23.0,9.222421715700374,45.469328361516624,55.0063444311642
28109,2020-07-22T14:03:56.780820Z,IT,partly-cloudy-day,india,city,normal,day,0.0,5.0,3.0,3.0,4.0,13.0,9.238902696347374,45.5044297924951,49.49833464017684
28116,2021-06-02T08:42:47.886457Z,PL,clear-day,golf,city,normal,day,1.0,14.0,2.0,4.0,2.0,9.0,18.63094109732111,54.35547430671414,50.6531761860961
28118,2021-04-29T13:39:30.555070Z,PL,cloudy,india,city,normal,day,4.0,20.0,7.0,10.0,5.0,46.0,20.987329574851028,52.24932225723237,37.6218289580436
28120,2020-05-08T12:22:02.889301Z,SE,partly-cloudy-day,india,city,normal,day,0.0,3.0,1.0,5.0,7.0,14.0,17.6444726712209,59.861155783673,44.169191911629824
28122,2020-07-20T10:19:48.663615Z,IT,clear-day,india,city,normal,day,1.0,28.0,2.0,8.0,12.0,2.0,9.229897359168657,45.48430722166506,61.0758137556994
28125,2020-07-22T08:59:11.994020Z,IT,clear-day,india,city,normal,day,0.0,6.0,3.0,6.0,0.0,4.0,9.18751181794407,45.48089963795164,49.99485690040822
28126,2020-09-22T06:21:15.338779Z,DE,clear-day,india,city,normal,day,11.0,37.0,24.0,12.0,29.0,30.0,13.307118152222213,52.51730665582707,12.33982957201313
28145,2020-10-06T10:03:26.115876Z,DE,cloudy,india,city,normal,day,6.0,44.0,15.0,6.0,9.0,30.0,13.724220728042877,51.05343235002592,32.43402452139296
28150,2021-04-15T14:31:12.330315Z,PL,rain,india,city,wet,day,3.0,46.0,2.0,6.0,12.0,30.0,21.010885576830685,52.231054096836665,26.912765055023662
28153,2021-04-26T09:04:20.998654Z,PL,partly-cloudy-day,golf,city,normal,day,1.0,20.0,5.0,9.0,4.0,39.0,21.005404147217423,52.22834141449717,47.58777371471901
28155,2021-04-19T18:36:05.001205Z,PL,cloudy,oscar,city,wet,night,4.0,3.0,0.0,1.0,0.0,4.0,19.930881648296165,50.075677425797096,-8.655378364657409
28158,2021-04-24T09:33:47.997729Z,PL,partly-cloudy-day,india,city,normal,day,6.0,31.0,1.0,12.0,17.0,29.0,20.921484741360548,52.24949821137296,49.01886585119494
28161,2020-09-11T09:15:51.109746Z,DE,partly-cloudy-day,golf,city,normal,day,23.0,12.0,9.0,26.0,14.0,31.0,10.005657269495645,53.55188035500962,34.79558941728359
28167,2020-05-20T10:27:45.659857Z,SE,clear-day,india,city,normal,day,12.0,18.0,3.0,1.0,21.0,37.0,15.208412936541563,59.26994136162629,50.621074586104896
28171,2020-04-24T16:42:16.886127Z,SE,partly-cloudy-day,india,city,normal,day,4.0,17.0,3.0,1.0,27.0,37.0,15.591467419760628,58.40729969980185,13.212909322773667
28173,2020-08-13T17:35:16.449045Z,IT,clear-day,india,city,normal,day,2.0,4.0,0.0,1.0,0.0,2.0,12.478729991487269,41.827859845255816,5.820852225756894
28174,2021-04-17T11:04:43.445281Z,PL,cloudy,india,city,normal,day,8.0,4.0,4.0,13.0,11.0,22.0,21.007271120014845,52.24824231349805,48.1644011419863
28177,2020-05-11T10:27:18.994734Z,DE,cloudy,delta,city,normal,day,0.0,34.0,3.0,0.0,2.0,15.0,11.60786879112548,48.13825459967174,58.78531474751934
28183,2020-04-23T12:30:54.105718Z,SE,partly-cloudy-day,india,city,normal,day,0.0,6.0,10.0,2.0,9.0,34.0,15.62694994873077,58.41507251848092,41.22653913906071
28184,2020-07-21T07:13:22.882467Z,IT,clear-day,india,city,normal,day,0.0,25.0,1.0,15.0,10.0,13.0,9.224032548034703,45.456579984810126,32.314907115366935
28189,2021-05-03T19:14:51.109163Z,PL,partly-cloudy-night,golf,city,normal,night,13.0,8.0,1.0,5.0,13.0,49.0,20.989948819784573,52.223779669492366,-9.224242308450345
28198,2020-05-19T15:19:59.439883Z,SE,cloudy,india,city,normal,day,0.0,18.0,1.0,0.0,2.0,42.0,15.176277269775936,59.27422302625617,29.398908743917453
28204,2020-09-17T12:59:10.997632Z,DE,clear-day,india,city,normal,day,3.0,31.0,5.0,13.0,22.0,17.0,13.302289477278965,52.52578214873212,33.617705746868914
28206,2020-09-18T12:33:29.114474Z,DE,partly-cloudy-day,india,city,normal,day,9.0,8.0,7.0,24.0,7.0,15.0,13.442146619363236,52.500992362360925,35.339474607113054
28213,2021-04-26T16:37:17.335836Z,PL,partly-cloudy-day,india,city,normal,day,5.0,39.0,6.0,14.0,42.0,56.0,20.977436652693,52.21094065932781,10.539533219866373
28214,2021-04-20T12:58:57.669003Z,PL,partly-cloudy-day,golf,city,normal,day,14.0,31.0,6.0,8.0,10.0,41.0,20.951739839829205,52.22758754600273,40.46615687073754
28226,2021-02-22T13:10:24.660702Z,FR,cloudy,golf,city,normal,day,6.0,3.0,0.0,2.0,4.0,12.0,5.4726668622538766,43.341390892431775,33.95529554803437
28232,2021-04-14T11:53:38.777103Z,PL,rain,india,city,wet,day,2.0,18.0,3.0,1.0,14.0,31.0,20.96736075015581,52.23702540095889,44.75500030819693
28241,2021-04-15T14:27:40.560013Z,PL,rain,india,city,wet,day,0.0,19.0,2.0,6.0,14.0,24.0,21.00528702976962,52.2389151266179,27.41393858114472
28248,2021-04-27T08:52:27.775664Z,PL,partly-cloudy-day,india,city,normal,day,5.0,45.0,5.0,11.0,28.0,55.0,20.919413701677158,52.25686397808611,46.75811942915571
28250,2020-12-06T13:04:24.885229Z,DE,cloudy,india,city,wet,day,8.0,26.0,2.0,7.0,7.0,24.0,7.469461492227785,51.50583027784578,12.590673149995652
28263,2021-05-03T11:53:50.883810Z,PL,partly-cloudy-day,oscar,city,normal,day,2.0,11.0,0.0,4.0,11.0,43.0,19.926288063182174,50.04713052503175,52.635103445821
28269,2020-10-20T11:57:20.333386Z,DE,cloudy,golf,city,normal,day,14.0,18.0,9.0,14.0,20.0,14.0,10.126008944251932,54.322500902995344,23.97802131244336
28270,2021-04-15T11:35:59.337756Z,PL,rain,oscar,city,wet,day,4.0,19.0,0.0,2.0,9.0,14.0,19.92350479901505,50.04623264871432,48.48109622357206
28272,2021-05-28T22:03:38.003688Z,PL,clear-night,golf,city,normal,night,2.0,0.0,1.0,2.0,5.0,9.0,18.647559707213077,54.344894958613565,-13.411277298385071
28280,2020-03-31T12:53:17.773449Z,DE,partly-cloudy-day,india,city,normal,day,0.0,32.0,1.0,4.0,1.0,10.0,11.505802242307343,48.11221113861082,42.04059996082797
28283,2021-05-03T20:30:10.448663Z,PL,partly-cloudy-night,golf,city,normal,night,19.0,6.0,9.0,2.0,12.0,17.0,21.011188431826525,52.23013591136248,-16.585911265324924
28287,2020-07-21T14:48:44.447362Z,IT,clear-day,india,city,normal,day,3.0,17.0,5.0,3.0,0.0,18.0,9.223668366086953,45.49141410458289,42.26837870605986
28289,2021-02-23T13:43:12.223403Z,FR,clear-day,golf,city,normal,day,6.0,75.0,0.0,1.0,6.0,22.0,5.426439312249279,43.2835404178135,31.530142740476684
28293,2020-10-19T07:43:13.780044Z,DE,partly-cloudy-day,india,city,normal,day,0.0,25.0,0.0,2.0,2.0,8.0,8.6441627319906,50.11745911981419,14.707958740210842
28300,2021-02-23T07:21:40.447503Z,FR,clear-day,golf,city,normal,day,3.0,19.0,0.0,2.0,16.0,38.0,5.434067351049827,43.5193013433742,9.203716710404905
28307,2021-04-29T06:40:39.001776Z,PL,cloudy,golf,city,normal,day,0.0,13.0,4.0,23.0,17.0,27.0,20.99654886500396,52.2378062392865,30.747883342185705
28308,2020-09-21T20:45:50.893421Z,DE,clear-night,india,city,normal,night,3.0,7.0,3.0,16.0,4.0,10.0,13.33120936215468,52.50665086302273,-30.607940023265694
28313,2020-05-05T10:08:32.776117Z,SE,partly-cloudy-day,india,city,normal,day,0.0,4.0,0.0,8.0,13.0,27.0,17.639845742455798,59.86074418532634,46.17433335657832
28314,2021-04-19T10:24:00.111632Z,PL,partly-cloudy-day,india,city,normal,day,0.0,24.0,2.0,19.0,7.0,8.0,20.99607869130894,52.23812555121869,49.18886445170462
28336,2020-05-20T07:40:52.440218Z,SE,clear-day,india,city,normal,day,0.0,13.0,1.0,2.0,0.0,23.0,15.237254967391786,59.28593025728889,37.71382303621843
28343,2021-03-05T07:48:47.223167Z,FR,partly-cloudy-day,india,city,normal,day,2.0,23.0,0.0,2.0,5.0,11.0,5.432226706128234,43.51440828201785,16.76096602792343
28348,2020-08-13T22:06:46.997223Z,IT,clear-night,india,city,normal,night,2.0,3.0,0.0,2.0,0.0,0.0,12.385312838799646,41.95816526110238,-31.79885535446317
28354,2020-07-23T15:50:11.226247Z,IT,clear-day,delta,city,normal,day,6.0,53.0,1.0,3.0,23.0,22.0,9.223912311189045,45.46400042679963,31.2796066894592
28357,2020-03-26T10:59:40.549923Z,DE,partly-cloudy-day,india,city,normal,day,0.0,27.0,1.0,0.0,6.0,31.0,11.608769178330638,48.15145388275727,44.31852278771293
28359,2021-04-18T15:18:39.114771Z,PL,partly-cloudy-day,india,city,normal,day,4.0,10.0,6.0,6.0,14.0,23.0,20.95039341452153,52.227284014230506,20.72853543513142
28362,2021-04-29T05:22:52.998039Z,PL,cloudy,golf,city,normal,day,3.0,13.0,8.0,4.0,21.0,22.0,20.99663504786124,52.23269185381547,19.04541671963392
28368,2021-04-15T13:56:03.994137Z,PL,rain,india,city,wet,day,5.0,5.0,1.0,6.0,0.0,16.0,21.048661024397333,52.27642829287708,31.771507839795184
28372,2020-07-22T16:05:19.772700Z,IT,partly-cloudy-day,india,city,normal,day,5.0,17.0,1.0,1.0,9.0,28.0,9.191881326215622,45.483447183754826,28.78801006451335
28374,2020-06-26T20:50:46.997915Z,SE,clear-night,india,city,normal,twilight,0.0,5.0,1.0,5.0,13.0,25.0,17.652069705678823,59.85511765361038,-3.05329879606451
28377,2020-04-24T05:36:05.781403Z,SE,partly-cloudy-day,india,city,normal,day,0.0,0.0,1.0,4.0,4.0,17.0,15.624016642307645,58.41204229675464,16.467339361058407
28379,2021-04-21T10:03:31.780833Z,PL,partly-cloudy-day,golf,city,normal,day,2.0,57.0,2.0,17.0,9.0,24.0,21.09182074180139,52.22350286411313,49.44547856721406
28389,2020-10-04T12:45:02.107768Z,DE,clear-day,golf,city,normal,day,0.0,4.0,4.0,38.0,0.0,9.0,13.73740156910815,51.05111259203956,29.23035643368004
28390,2021-04-19T09:24:32.219393Z,PL,partly-cloudy-day,india,city,normal,day,7.0,19.0,1.0,13.0,0.0,24.0,20.923156210269347,52.27591959507066,46.74380824577097
28404,2021-05-14T07:13:02.891620Z,PL,partly-cloudy-day,golf,city,normal,day,2.0,20.0,0.0,8.0,5.0,10.0,18.533550847735448,54.52206605927049,36.75371613923481
28415,2021-04-20T21:16:15.553005Z,PL,partly-cloudy-night,oscar,city,wet,night,4.0,11.0,0.0,0.0,1.0,16.0,19.96294925956822,50.04188316195814,-25.23302745646625
28424,2021-02-16T11:02:24.331156Z,FR,cloudy,golf,city,normal,day,7.0,19.0,6.0,22.0,6.0,31.0,4.8376572587272975,45.75701798671144,31.05899386129304
28427,2020-04-24T11:18:13.782287Z,SE,cloudy,india,city,normal,day,0.0,8.0,2.0,5.0,17.0,19.0,15.628487968636488,58.40909016350518,44.66024680969
28437,2020-11-16T10:27:16.114444Z,DE,cloudy,india,city,normal,day,2.0,6.0,0.0,3.0,8.0,25.0,6.953322914409034,50.94040560120138,19.238233622095592
28438,2020-10-06T12:36:31.667260Z,DE,partly-cloudy-day,india,city,normal,day,2.0,14.0,7.0,20.0,14.0,19.0,13.753644936830586,51.06211150478604,29.174367534558925
28439,2021-04-14T13:22:21.004306Z,PL,rain,india,city,wet,day,4.0,22.0,1.0,9.0,19.0,34.0,20.96912683264549,52.22880957108383,35.96690323016758
28440,2020-09-29T17:15:49.225739Z,DE,partly-cloudy-night,golf,city,normal,twilight,2.0,13.0,11.0,9.0,1.0,19.0,12.373539443101944,51.32825296645378,-4.60601061402275
28448,2020-04-23T10:08:18.107054Z,SE,partly-cloudy-day,india,city,normal,day,0.0,11.0,4.0,2.0,8.0,31.0,15.62360943193949,58.41669420250757,43.61423024178027
28449,2020-09-15T13:59:39.777773Z,DE,partly-cloudy-day,india,city,normal,day,3.0,11.0,4.0,30.0,14.0,12.0,13.336189043981358,52.50432103494838,27.92061122065141
28464,2021-03-03T09:37:55.331048Z,FR,partly-cloudy-day,india,highway,normal,day,4.0,5.0,0.0,0.0,0.0,0.0,4.869755552125385,46.43702045782086,29.189839535466646
28473,2020-07-27T09:30:49.887203Z,IT,clear-day,india,city,normal,day,2.0,18.0,3.0,5.0,0.0,17.0,9.225922932695235,45.4812142197051,53.77266657614194
28490,2021-04-15T15:06:27.670121Z,PL,fog,oscar,city,wet,day,1.0,14.0,0.0,8.0,1.0,10.0,19.923735492729605,50.06939605628377,22.87664340175384
28492,2020-11-01T14:40:29.336480Z,DE,cloudy,india,city,wet,day,9.0,3.0,2.0,22.0,6.0,10.0,7.013074029774878,51.45082936049256,10.279364998469106
